Order	Family	MVZDatabase	Species	Asymmetry	Ellipticity	AvgLength (cm)	Number of images	Number of eggs
PASSERIFORMES	Phylloscopidae	Seicercus xanthoschistos	Phylloscopus xanthoschistos	0.0982	0.2773	1.5644	1	3
PASSERIFORMES	Pipridae	Manacus aurantiacus	Manacus aurantiacus	0.1207	0.4018	2.0575	1	2
PASSERIFORMES	Pittidae	Pitta brachyura	Pitta brachyura	0.0649	0.2090	2.5633	3	13
PASSERIFORMES	Pittidae	Pitta nipalensis	Pitta nipalensis	0.0878	0.2155	2.9229	2	9
PASSERIFORMES	Platysteiridae	Batis capensis	Batis capensis	0.1113	0.2988	1.8989	1	2
PASSERIFORMES	Ploceidae	Amblyospiza albifrons	Amblyospiza albifrons	0.1622	0.4785	2.3832	3	9
PASSERIFORMES	Ploceidae	Euplectes afer	Euplectes afer	0.0448	0.3135	1.6163	1	2
PASSERIFORMES	Ploceidae	Euplectes ardens	Euplectes ardens	0.1380	0.4614	1.9379	2	7
PASSERIFORMES	Ploceidae	Euplectes axillaris	Euplectes axillaris	0.1321	0.4746	1.9790	2	6
PASSERIFORMES	Ploceidae	Euplectes capensis	Euplectes capensis	0.1348	0.4527	2.0900	6	17
PASSERIFORMES	Ploceidae	Euplectes hordeaceus	Euplectes hordeaceus	0.0879	0.3072	1.7687	1	3
PASSERIFORMES	Ploceidae	Euplectes jacksoni	Euplectes jacksoni	0.1017	0.4671	2.2140	2	6
PASSERIFORMES	Ploceidae	Euplectes macrourus	Euplectes macroura	0.1790	0.4431	1.9561	1	2
PASSERIFORMES	Ploceidae	Euplectes nigroventris	Euplectes nigroventris	0.0884	0.3587	1.6691	1	3
PASSERIFORMES	Ploceidae	Euplectes orix	Euplectes orix	0.0642	0.4300	2.0421	1	3
PASSERIFORMES	Ploceidae	Ploceus aurantius	Ploceus aurantius	0.1311	0.4327	2.0567	2	4
PASSERIFORMES	Ploceidae	Ploceus baglafecht	Ploceus baglafecht	0.0942	0.4085	2.1922	2	4
PASSERIFORMES	Ploceidae	Ploceus capensis	Ploceus capensis	0.2084	0.5661	2.5240	4	11
PASSERIFORMES	Ploceidae	Ploceus castanops	Ploceus castanops	0.0775	0.4917	2.1765	2	4
PASSERIFORMES	Ploceidae	Ploceus cucullatus	Ploceus cucullatus	0.1256	0.5156	2.4296	4	8
PASSERIFORMES	Ploceidae	Ploceus hypoxanthus	Ploceus hypoxanthus	0.1032	0.3745	1.8728	8	18
PASSERIFORMES	Ploceidae	Ploceus intermedius	Ploceus intermedius	0.1067	0.5299	2.2376	1	2
PASSERIFORMES	Ploceidae	Ploceus jacksoni	Ploceus jacksoni	0.1031	0.5355	2.1496	2	6
PASSERIFORMES	Ploceidae	Ploceus manyar	Ploceus manyar	0.1151	0.4655	2.1512	4	9
PASSERIFORMES	Ploceidae	Ploceus melanocephalus	Ploceus melanocephalus	0.0910	0.4706	2.0246	2	5
PASSERIFORMES	Ploceidae	Ploceus nigerrimus	Ploceus nigerrimus	0.0880	0.4562	2.2570	3	6
PASSERIFORMES	Ploceidae	Ploceus nigricollis	Ploceus nigricollis	0.1294	0.4483	2.1424	2	4
PASSERIFORMES	Ploceidae	Ploceus ocularis	Ploceus ocularis	0.1061	0.5071	2.2210	3	6
PASSERIFORMES	Ploceidae	Ploceus pelzelni	Ploceus pelzelni	0.0664	0.3385	1.8155	2	4
PASSERIFORMES	Ploceidae	Ploceus philippinus	Ploceus philippinus	0.0874	0.4276	2.0685	2	6
PASSERIFORMES	Ploceidae	Ploceus rubiginosus	Ploceus rubiginosus	0.1332	0.6412	2.5920	1	2
PASSERIFORMES	Ploceidae	Ploceus spekei	Ploceus spekei	0.1481	0.4291	2.2681	2	6
PASSERIFORMES	Ploceidae	Ploceus subaureus	Ploceus subaureus	0.1624	0.5332	2.2329	6	14
PASSERIFORMES	Ploceidae	Ploceus velatus	Ploceus velatus	0.1495	0.4898	2.1405	4	11
PASSERIFORMES	Ploceidae	Ploceus xanthops	Ploceus xanthops	0.0812	0.5168	2.3952	2	4
PASSERIFORMES	Ploceidae	Pseudonigrita arnaudi	Pseudonigrita arnaudi	0.1027	0.4063	1.9040	1	3
PASSERIFORMES	Ploceidae	Quelea cardinalis	Quelea cardinalis	0.1414	0.3539	1.5858	1	2
PASSERIFORMES	Ploceidae	Sporopipes squamifrons	Sporopipes squamifrons	0.1290	0.3590	1.5933	1	4
PASSERIFORMES	Pnoepygidae	Pnoepyga pusilla	Pnoepyga pusilla	0.1214	0.3014	1.8694	1	3
PASSERIFORMES	Polioptilidae	Polioptila caerulea	Polioptila caerulea	0.1182	0.2956	1.4368	22	89
PASSERIFORMES	Polioptilidae	Polioptila californica	Polioptila californica	0.1398	0.3054	1.4487	4	18
PASSERIFORMES	Polioptilidae	Polioptila melanura	Polioptila melanura	0.1278	0.3025	1.3922	15	55
PASSERIFORMES	Pomatostomidae	Pomatostomus superciliosus	Pomatostomus superciliosus	0.2031	0.4649	2.4998	1	2
PASSERIFORMES	Pomatostomidae	Pomatostomus temporalis	Pomatostomus temporalis	0.1247	0.4815	2.7207	1	3
PASSERIFORMES	Promeropidae	Promerops cafer	Promerops cafer	0.1253	0.3911	2.3682	3	6
PASSERIFORMES	Prunellidae	Prunella modularis	Prunella modularis	0.1670	0.3401	1.9334	7	31
PASSERIFORMES	Prunellidae	Prunella rubeculoides	Prunella rubeculoides	0.1545	0.3605	1.9525	1	4
PASSERIFORMES	Prunellidae	Prunella strophiata	Prunella strophiata	0.1207	0.3626	1.9272	1	5
PASSERIFORMES	Ptilogonatidae	Phainopepla nitens	Phainopepla nitens	0.2210	0.4193	2.2446	42	96
PASSERIFORMES	Pycnonotidae	Criniger bres	Alophoixus bres	0.2745	0.4845	2.6104	1	2
PASSERIFORMES	Pycnonotidae	Hypsipetes flavala	Hemixos flavala	0.2226	0.4511	2.4966	3	7
PASSERIFORMES	Pycnonotidae	Hypsipetes madagascariensis	Hypsipetes madagascariensis	0.2192	0.3928	2.6115	2	6
PASSERIFORMES	Pycnonotidae	Hypsipetes virescens	Hypsipetes virescens	0.1993	0.4581	2.6628	2	6
PASSERIFORMES	Pycnonotidae	Hypsipetes amaurotis	Ixos amaurotis	0.2523	0.3869	2.6564	1	2
PASSERIFORMES	Pycnonotidae	Hypsipetes philippinus	Ixos philippinus	0.1724	0.3165	2.3391	1	2
PASSERIFORMES	Pycnonotidae	Pycnonotus barbatus	Pycnonotus barbatus	0.2276	0.3787	2.2665	5	14
PASSERIFORMES	Pycnonotidae	Pycnonotus blandfordi	Pycnonotus blanfordi	0.1051	0.3922	2.2772	1	3
PASSERIFORMES	Pycnonotidae	Pycnonotus cafer	Pycnonotus cafer	0.2056	0.4005	2.2450	27	70
PASSERIFORMES	Pycnonotidae	Pycnonotus capensis	Pycnonotus capensis	0.1419	0.4487	2.3722	1	2
PASSERIFORMES	Pycnonotidae	Pycnonotus flavescens	Pycnonotus flavescens	0.1914	0.4024	2.2770	2	6
PASSERIFORMES	Pycnonotidae	Pycnonotus goiavier	Pycnonotus goiavier	0.1330	0.3442	2.1191	21	48
PASSERIFORMES	Pycnonotidae	Pycnonotus jocosus	Pycnonotus jocosus	0.1441	0.3143	2.0917	2	6
PASSERIFORMES	Pycnonotidae	Pycnonotus leucogenys	Pycnonotus leucogenys	0.2627	0.4556	2.2965	1	3
PASSERIFORMES	Pycnonotidae	Pycnonotus luteolus	Pycnonotus luteolus	0.1349	0.4236	2.2706	1	2
PASSERIFORMES	Pycnonotidae	Pycnonotus sinensis	Pycnonotus sinensis	0.1952	0.4230	2.2677	1	3
PASSERIFORMES	Pycnonotidae	Pycnonotus xanthorrhous	Pycnonotus xanthorrhous	0.2251	0.4199	2.3447	3	10
PASSERIFORMES	Pycnonotidae	Spizixos canifrons	Spizixos canifrons	0.2060	0.4445	2.4986	3	9
PASSERIFORMES	Regulidae	Regulus calendula	Regulus calendula	0.1087	0.2998	1.3787	20	154
PASSERIFORMES	Regulidae	Regulus regulus	Regulus regulus	0.1518	0.3274	1.3981	1	9
PASSERIFORMES	Regulidae	Regulus satrapa	Regulus satrapa	0.1277	0.3298	1.3693	7	53
PASSERIFORMES	Remizidae	Anthoscopus minutus	Anthoscopus minutus	0.0833	0.4295	1.3986	1	5
PASSERIFORMES	Remizidae	Auriparus flaviceps	Auriparus flaviceps	0.1049	0.3758	1.5128	27	89
PASSERIFORMES	Remizidae	Remiz pendulinus	Remiz pendulinus	0.1551	0.4935	1.5784	2	11
PASSERIFORMES	Rhinocryptidae	Rhinocrypta lanceolata	Rhinocrypta lanceolata	0.1155	0.2465	2.6610	1	2
PASSERIFORMES	Rhipiduridae	Rhipidura albogularis	Rhipidura albicollis	0.1567	0.3463	1.6415	1	3
PASSERIFORMES	Rhipiduridae	Rhipidura albicollis	Rhipidura albicollis1	0.1962	0.3569	1.6640	1	3
PASSERIFORMES	Rhipiduridae	Rhipidura aureola	Rhipidura aureola	0.1264	0.2975	1.6036	1	3
PASSERIFORMES	Rhipiduridae	Rhipidura fuliginosa	Rhipidura fuliginosa	0.1059	0.3531	1.5461	1	3
PASSERIFORMES	Rhipiduridae	Rhipidura javanica	Rhipidura javanica	0.1606	0.3567	1.8297	4	11
PASSERIFORMES	Rhipiduridae	Rhipidura leucophrys	Rhipidura leucophrys	0.1685	0.3905	2.0471	3	8
PASSERIFORMES	Scotocercidae	Cettia diphone	Cettia diphone	0.1109	0.3814	1.8192	1	6
PASSERIFORMES	Scotocercidae	Cettia forticeps	Cettia fortipes	0.0666	0.2170	1.5873	1	1
PASSERIFORMES	Sittidae	Sitta canadensis	Sitta canadensis	0.1420	0.3060	1.5993	5	25
PASSERIFORMES	Sittidae	Sitta carolinensis	Sitta carolinensis	0.1137	0.3313	1.8403	15	94
PASSERIFORMES	Sittidae	Sitta pusilla	Sitta pusilla	0.1310	0.3097	1.6122	5	28
PASSERIFORMES	Sittidae	Sitta pygmaea	Sitta pygmaea	0.1334	0.3179	1.5490	30	203
PASSERIFORMES	Struthideidae	Corcorax melanorhamphos	Corcorax melanorhamphos	0.0898	0.3080	3.5408	1	4
PASSERIFORMES	Sturnidae	Acridotheres cristatellus	Acridotheres cristatellus	0.2244	0.5732	3.1929	1	4
PASSERIFORMES	Sturnidae	Acridotheres fuscus	Acridotheres fuscus	0.2213	0.4315	2.5891	2	5
PASSERIFORMES	Sturnidae	Acridotheres tristis	Acridotheres tristis	0.1541	0.3115	2.7468	1	3
PASSERIFORMES	Sturnidae	Lamprotornis chalybaeus	Lamprotornis chalybaeus	0.1541	0.4596	2.8966	2	6
PASSERIFORMES	Sturnidae	Spreo superbus	Lamprotornis superbus	0.0983	0.3102	2.5467	2	7
PASSERIFORMES	Sturnidae	Spreo bicolor	Spreo bicolor	0.1873	0.4237	2.8230	3	13
PASSERIFORMES	Sturnidae	Sturnus cineraceus	Sturnus cineraceus	0.1871	0.3649	2.8020	3	15
PASSERIFORMES	Sturnidae	Sturnus contra	Sturnus contra	0.2193	0.4631	2.9092	2	8
PASSERIFORMES	Sturnidae	Sturnus roseus	Sturnus roseus	0.2282	0.5707	3.2128	1	5
PASSERIFORMES	Sturnidae	Sturnus sturninus	Sturnus sturninus	0.1449	0.3998	2.4219	4	25
PASSERIFORMES	Sturnidae	Sturnus vulgaris	Sturnus vulgaris	0.1935	0.4223	2.9421	16	80
PASSERIFORMES	Sylviidae	Chamaea fasciata	Chamaea fasciata	0.1153	0.2964	1.8247	17	68
PASSERIFORMES	Sylviidae	Chrysomma sinense	Chrysomma sinense	0.0832	0.2966	1.8861	1	5
PASSERIFORMES	Sylviidae	Paradoxornis webbianus	Paradoxornis webbianus	0.1248	0.2855	1.6584	1	3
PASSERIFORMES	Sylviidae	Sylvia althaea	Sylvia althaea	0.1961	0.4278	1.8637	2	7
PASSERIFORMES	Sylviidae	Sylvia atricapilla	Sylvia atricapilla	0.1449	0.3712	1.9325	3	14
PASSERIFORMES	Sylviidae	Sylvia borin	Sylvia borin	0.1655	0.3418	1.9098	5	21
PASSERIFORMES	Sylviidae	Sylvia communis	Sylvia communis	0.1400	0.3286	1.7975	8	36
PASSERIFORMES	Sylviidae	Sylvia hortensis	Sylvia hortensis	0.1104	0.2708	1.8447	1	3
PASSERIFORMES	Sylviidae	Sylvia melanocephala	Sylvia melanocephala	0.0743	0.3555	1.7890	1	5
PASSERIFORMES	Sylviidae	Sylvia nisoria	Sylvia nisoria	0.1265	0.3308	1.9853	1	3
PASSERIFORMES	Sylviidae	Parisoma subcaeruleum	Sylvia subcaerulea	0.1507	0.3111	1.7992	1	3
PASSERIFORMES	Thamnophilidae	Sakesphorus canadensis	Sakesphorus canadensis	0.1653	0.2563	2.1429	1	2
PASSERIFORMES	Thamnophilidae	Thamnophilus doliatus	Thamnophilus doliatus	0.2022	0.3748	2.2018	1	2
PASSERIFORMES	Thraupidae	Coereba flaveola	Coereba flaveola	0.1328	0.3786	1.7613	1	2
PASSERIFORMES	Thraupidae	Cyanistes caeruleus	Cyanerpes caeruleus	0.2146	0.4097	1.5982	2	12
PASSERIFORMES	Thraupidae	Diuca diuca	Diuca diuca	0.1204	0.4132	2.3608	2	6
PASSERIFORMES	Thraupidae	Eucometis penicillata	Eucometis penicillata	0.1299	0.3847	2.2185	1	2
PASSERIFORMES	Thraupidae	Oryzoborus angolensis	Oryzoborus angolensis	0.0904	0.3154	1.8637	1	2
PASSERIFORMES	Thraupidae	Phrygilus fruticeti	Phrygilus fruticeti	0.2022	0.4252	2.4872	2	5
PASSERIFORMES	Thraupidae	Phrygilus gayi	Phrygilus gayi	0.1424	0.3163	2.1842	1	4
PASSERIFORMES	Thraupidae	Poospiza melanoleuca	Poospiza melanoleuca	0.1332	0.3506	1.8217	1	3
PASSERIFORMES	Thraupidae	Ramphocelus costaricensis	Ramphocelus costaricensis	0.1915	0.4222	2.3368	10	20
PASSERIFORMES	Thraupidae	Saltator coerulescens	Saltator coerulescens	0.1597	0.3859	2.6346	1	2
PASSERIFORMES	Thraupidae	Saltator maximus	Saltator maxillosus	0.1346	0.4147	2.6204	4	9
PASSERIFORMES	Thraupidae	Saltator striatipectus	Saltator striatipectus	0.1851	0.4113	2.4562	2	3
PASSERIFORMES	Thraupidae	Saltatricula multicolor	Saltatricula multicolor	0.1419	0.4349	2.1757	2	4
PASSERIFORMES	Thraupidae	Sporophila minuta	Sporophila minuta	0.1087	0.2499	1.4644	2	3
PASSERIFORMES	Thraupidae	Sporophila torqueola	Sporophila torqueola	0.1132	0.2846	1.5780	1	4
PASSERIFORMES	Thraupidae	Tachyphonus rufus	Tachyphonus rufus	0.1185	0.3286	2.4226	1	2
PASSERIFORMES	Thraupidae	Tangara icterocephala	Tangara icterocephala	0.1637	0.4005	2.1130	1	2
PASSERIFORMES	Thraupidae	Thraupis episcopus	Thraupis episcopus	0.1525	0.3644	2.1935	3	5
PASSERIFORMES	Thraupidae	Thraupis palmarum	Thraupis palmarum	0.1097	0.4073	2.3447	1	1
PASSERIFORMES	Thraupidae	Volatinia jacarina	Volatinia jacarina	0.1331	0.3354	1.6140	4	11
PASSERIFORMES	Timaliidae	Pomatorhinus ochraceiceps	Pomatorhinus ochraceiceps	0.1874	0.3581	2.3584	1	4
PASSERIFORMES	Timaliidae	Pomatorhinus ruficollis	Pomatorhinus ruficollis	0.1953	0.3505	2.3834	1	4
PASSERIFORMES	Timaliidae	Spelaeornis longicaudatus	Spelaeornis longicaudatus	0.0564	0.2857	1.8571	1	4
PASSERIFORMES	Timaliidae	Stachyris nigriceps	Stachyris nigriceps	0.1019	0.3265	1.9535	1	4
PASSERIFORMES	Timaliidae	Stachyris ruficeps	Stachyris ruficeps	0.1247	0.2918	1.8116	2	6
PASSERIFORMES	Troglodytidae	Campylorhynchus brunneicapillus	Campylorhynchus brunneicapillus	0.1681	0.4439	2.4069	75	288
PASSERIFORMES	Troglodytidae	Campylorhynchus jocosus	Campylorhynchus jocosus	0.1378	0.3357	2.1108	2	7
PASSERIFORMES	Troglodytidae	Campylorhynchus zonatus	Campylorhynchus zonatus	0.1555	0.4501	2.3376	1	2
PASSERIFORMES	Troglodytidae	Cistothorus palustris	Cistothorus palustris	0.1255	0.3027	1.5822	71	336
PASSERIFORMES	Troglodytidae	Cistothorus platensis	Cistothorus platensis	0.1620	0.3662	1.5837	4	21
PASSERIFORMES	Troglodytidae	Salpinctes obsoletus	Salpinctes obsoletus	0.1184	0.2717	1.8772	25	126
PASSERIFORMES	Troglodytidae	Thryomanes bewickii	Thryomanes bewickii	0.1306	0.3151	1.6419	35	197
PASSERIFORMES	Troglodytidae	Thryothorus ludovicianus	Thryothorus ludovicianus	0.0973	0.2931	1.8964	13	59
PASSERIFORMES	Troglodytidae	Troglodytes aedon	Troglodytes aedon	0.1471	0.3312	1.6352	68	429
PASSERIFORMES	Troglodytidae	Troglodytes troglodytes	Troglodytes troglodytes	0.1524	0.3439	1.6394	17	94
PASSERIFORMES	Turdidae	Catharus aurantiirostris	Catharus aurantiirostris	0.1950	0.3929	2.3394	7	16
PASSERIFORMES	Turdidae	Catharus fuscescens	Catharus fuscescens	0.1403	0.3670	2.2671	13	50
PASSERIFORMES	Turdidae	Catharus guttatus	Catharus guttatus	0.1509	0.3589	2.2312	53	189
PASSERIFORMES	Turdidae	Catherpes mexicanus	Catharus mexicanus	0.1257	0.3132	1.7695	15	74
PASSERIFORMES	Turdidae	Catharus minimus	Catharus minimus	0.1736	0.4360	2.3101	3	11
PASSERIFORMES	Turdidae	Catharus ustulatus	Catharus ustulatus	0.1487	0.3553	2.2793	74	263
PASSERIFORMES	Turdidae	Hylocichla mustelina	Hylocichla mustelina	0.1433	0.3865	2.5463	29	108
PASSERIFORMES	Turdidae	Myadestes ralloides	Myadestes ralloides	0.1632	0.3892	2.3909	1	2
PASSERIFORMES	Turdidae	Myadestes townsendi	Myadestes townsendi	0.1348	0.3493	2.3169	20	77
PASSERIFORMES	Turdidae	Turdus litsipsirupa	Psophocichla litsitsirupa	0.0662	0.3799	2.1663	1	2
PASSERIFORMES	Turdidae	Sialia currucoides	Sialia currucoides	0.1110	0.3141	2.1133	34	170
PASSERIFORMES	Turdidae	Sialia mexicana	Sialia mexicana	0.1102	0.3077	2.0840	29	142
PASSERIFORMES	Turdidae	Sialia sialis	Sialia sialis	0.1006	0.2858	2.0948	28	129
PASSERIFORMES	Turdidae	Turdus albicollis	Turdus albicollis	0.2277	0.4333	2.7209	4	9
PASSERIFORMES	Turdidae	Turdus cardis	Turdus cardis	0.2113	0.4830	2.9237	1	3
PASSERIFORMES	Turdidae	Turdus dissimilis	Turdus dissimilis	0.1576	0.3568	2.6780	3	12
PASSERIFORMES	Turdidae	Turdus falcklandii	Turdus falcklandii	0.1881	0.4664	3.3362	4	12
PASSERIFORMES	Turdidae	Turdus grayi	Turdus grayi	0.1943	0.4222	2.8051	8	21
PASSERIFORMES	Turdidae	Turdus iliacus	Turdus iliacus	0.1867	0.3536	2.7118	1	4
PASSERIFORMES	Turdidae	Turdus libonyanus	Turdus libonyanus	0.1372	0.3071	2.5621	5	13
PASSERIFORMES	Turdidae	Turdus merula	Turdus merula	0.2013	0.4230	3.0368	15	61
PASSERIFORMES	Turdidae	Turdus migratorius	Turdus migratorius	0.1706	0.4153	2.8629	187	682
PASSERIFORMES	Turdidae	Turdus nigriceps	Turdus nigriceps	0.1898	0.3908	2.8382	1	3
PASSERIFORMES	Turdidae	Turdus nudigenis	Turdus nudigenis	0.1802	0.3832	2.7188	1	2
PASSERIFORMES	Turdidae	Turdus olivaceus	Turdus olivaceus	0.1717	0.3664	2.9353	3	7
PASSERIFORMES	Turdidae	Turdus philomelos	Turdus philomelos	0.1610	0.3278	2.6754	8	32
PASSERIFORMES	Turdidae	Turdus pilaris	Turdus pilaris	0.1920	0.3988	2.9301	2	8
PASSERIFORMES	Turdidae	Turdus ruficollis	Turdus ruficollis	0.1473	0.2785	2.7071	1	5
PASSERIFORMES	Turdidae	Turdus rufiventris	Turdus rufiventris	0.2043	0.4301	2.9100	1	1
PASSERIFORMES	Turdidae	Turdus serranus	Turdus serranus	0.2255	0.3164	2.7092	1	2
PASSERIFORMES	Turdidae	Turdus torquatus	Turdus torquatus	0.1812	0.3863	2.9527	4	15
PASSERIFORMES	Turdidae	Turdus unicolor	Turdus unicolor	0.1643	0.4065	2.7919	1	4
PASSERIFORMES	Turdidae	Turdus viscivorus	Turdus viscivorus	0.1740	0.4116	3.0644	8	31
PASSERIFORMES	Turdidae	Zoothera citrina	Zoothera citrina	0.2098	0.3701	2.5567	2	6
PASSERIFORMES	Turdidae	Zoothera gurneyi	Zoothera gurneyi	0.1787	0.2808	2.6573	1	2
PASSERIFORMES	Turdidae	Ixoreus naevius	Zoothera naevia	0.1384	0.4220	2.9931	5	16
PASSERIFORMES	Turdidae	Zoothera sibirica	Zoothera sibirica	0.2951	0.6100	3.2005	1	4
PASSERIFORMES	Tyrannidae	Cnemotriccus fuscatus	Cnemotriccus fuscatus	0.1107	0.3137	1.7900	1	3
PASSERIFORMES	Tyrannidae	Contopus cinereus	Contopus cinereus	0.1201	0.2581	1.8212	2	5
PASSERIFORMES	Tyrannidae	Contopus cooperi	Contopus cooperi	0.1693	0.3809	2.2684	8	23
PASSERIFORMES	Tyrannidae	Contopus pertinax	Contopus pertinax	0.1792	0.3856	2.1409	2	5
PASSERIFORMES	Tyrannidae	Contopus sordidulus	Contopus sordidulus	0.1639	0.3309	1.7999	44	130
PASSERIFORMES	Tyrannidae	Contopus virens	Contopus virens	0.1544	0.3468	1.8272	10	29
PASSERIFORMES	Tyrannidae	Elaenia chiriquensis	Elaenia chiriquensis	0.1811	0.3541	1.8777	13	26
PASSERIFORMES	Tyrannidae	Elaenia flavogaster	Elaenia flavogaster	0.1449	0.3331	2.0168	3	6
PASSERIFORMES	Tyrannidae	Empidonax difficilis	Empidonax difficilis	0.1217	0.2992	1.7035	39	140
PASSERIFORMES	Tyrannidae	Empidonax flavescens	Empidonax flavescens	0.1039	0.2408	1.7631	1	3
PASSERIFORMES	Tyrannidae	Empidonax flaviventris	Empidonax flaviventris	0.1466	0.3006	1.7595	2	8
PASSERIFORMES	Tyrannidae	Empidonax hammondii	Empidonax hammondii	0.1237	0.3278	1.7131	6	15
PASSERIFORMES	Tyrannidae	Empidonax minimus	Empidonax minimus	0.1600	0.3335	1.6503	6	20
PASSERIFORMES	Tyrannidae	Empidonax oberholseri	Empidonax oberholseri	0.1565	0.3266	1.7364	27	99
PASSERIFORMES	Tyrannidae	Empidonax occidentalis	Empidonax occidentalis	0.1393	0.3320	1.7754	3	11
PASSERIFORMES	Tyrannidae	Empidonax traillii	Empidonax traillii	0.1370	0.3296	1.7803	36	124
PASSERIFORMES	Tyrannidae	Empidonax virescens	Empidonax virescens	0.1636	0.3456	1.8400	13	39
PASSERIFORMES	Tyrannidae	Empidonax wrightii	Empidonax wrightii	0.1294	0.2641	1.7739	1	4
PASSERIFORMES	Tyrannidae	Fluvicola pica	Fluvicola pica	0.1394	0.3815	1.7991	2	5
PASSERIFORMES	Tyrannidae	Knipolegus signatus	Knipolegus signatus	0.0858	0.3479	2.1884	2	4
PASSERIFORMES	Tyrannidae	Lathrotriccus euleri	Lathrotriccus euleri	0.2019	0.3917	1.7502	1	3
PASSERIFORMES	Tyrannidae	Legatus leucophaius	Legatus leucophaius	0.1821	0.3594	2.1527	3	6
PASSERIFORMES	Tyrannidae	Lessonia rufa	Lessonia rufa	0.1253	0.3726	1.8709	3	9
PASSERIFORMES	Tyrannidae	Mionectes oleaginea	Mionectes oleagineus	0.0818	0.3185	1.8675	1	2
PASSERIFORMES	Tyrannidae	Muscisaxicola macloviana	Muscisaxicola maclovianus	0.1631	0.3912	2.4231	1	3
PASSERIFORMES	Tyrannidae	Myiarchus cinerascens	Myiarchus cinerascens	0.1521	0.3680	2.2432	21	86
PASSERIFORMES	Tyrannidae	Myiarchus crinitus	Myiarchus crinitus	0.1357	0.3382	2.2604	18	86
PASSERIFORMES	Tyrannidae	Myiarchus tuberculifer	Myiarchus tuberculifer	0.1349	0.3091	1.8945	1	3
PASSERIFORMES	Tyrannidae	Myiarchus tyrannulus	Myiarchus tyrannulus	0.1379	0.3307	2.3035	4	19
PASSERIFORMES	Tyrannidae	Myiodynastes luteiventris	Myiodynastes luteiventris	0.1893	0.3786	2.5812	1	3
PASSERIFORMES	Tyrannidae	Myiophobus fasciatus	Myiophobus fasciatus	0.2020	0.4001	1.7899	2	4
PASSERIFORMES	Tyrannidae	Myiozetetes granadensis	Myiozetetes granadensis	0.1480	0.3746	2.2096	4	9
PASSERIFORMES	Tyrannidae	Myiozetetes similis	Myiozetetes similis	0.1542	0.3828	2.2851	4	12
PASSERIFORMES	Tyrannidae	Pitangus sulphuratus	Pitangus sulphuratus	0.1422	0.3407	2.8194	5	18
PASSERIFORMES	Tyrannidae	Pyrocephalus rubinus	Pyrocephalus rubinus	0.1591	0.3353	1.8055	7	21
PASSERIFORMES	Tyrannidae	Rhynchocyclus brevirostris	Rhynchocyclus brevirostris	0.1218	0.4263	2.1119	1	2
PASSERIFORMES	Tyrannidae	Sayornis nigricans	Sayornis nigricans	0.1453	0.3365	1.9103	41	158
PASSERIFORMES	Tyrannidae	Sayornis phoebe	Sayornis phoebe	0.1575	0.3240	1.9051	25	112
PASSERIFORMES	Tyrannidae	Sayornis saya	Sayornis saya	0.1459	0.3095	1.9733	24	96
PASSERIFORMES	Tyrannidae	Todirostrum cinereum	Todirostrum cinereum	0.1242	0.4138	1.6265	5	12
PASSERIFORMES	Tyrannidae	Tolmomyias sulphurescens	Tolmomyias sulphurescens	0.1643	0.4925	2.1031	1	2
PASSERIFORMES	Tyrannidae	Tyrannus dominicensis	Tyrannus dominicensis	0.1643	0.4091	2.5117	3	10
PASSERIFORMES	Tyrannidae	Tyrannus forficatus	Tyrannus forficatus	0.1696	0.3576	2.2889	12	54
PASSERIFORMES	Tyrannidae	Tyrannus melancholicus	Tyrannus melancholicus	0.1532	0.3991	2.3524	4	12
PASSERIFORMES	Tyrannidae	Tyrannus tyrannus	Tyrannus tyrannus	0.1503	0.3618	2.3623	22	78
PASSERIFORMES	Tyrannidae	Tyrannus verticalis	Tyrannus verticalis	0.1633	0.3715	2.3431	33	131
PASSERIFORMES	Tyrannidae	Tyrannus vociferans	Tyrannus vociferans	0.1613	0.3654	2.3931	15	62
PASSERIFORMES	Vireonidae	Pteruthius aenobarbus	Pteruthius aenobarbus	0.1305	0.3505	1.7284	1	4
PASSERIFORMES	Vireonidae	Vireo atricapillus	Vireo atricapilla	0.2187	0.4149	1.6788	1	3
PASSERIFORMES	Vireonidae	Vireo bellii	Vireo bellii	0.1894	0.3820	1.7338	19	67
PASSERIFORMES	Vireonidae	Vireo cassinii	Vireo cassinii	0.1736	0.3927	1.9181	23	91
PASSERIFORMES	Vireonidae	Vireo flavifrons	Vireo flavifrons	0.1763	0.4024	1.9014	3	11
PASSERIFORMES	Vireonidae	Vireo flavoviridis	Vireo flavoviridis	0.1949	0.3587	1.9788	4	9
PASSERIFORMES	Vireonidae	Vireo gilvus	Vireo gilvus	0.1630	0.3602	1.8321	24	84
PASSERIFORMES	Vireonidae	Vireo griseus	Vireo griseus	0.1639	0.3565	1.8157	8	29
PASSERIFORMES	Vireonidae	Vireo huttoni	Vireo huttoni	0.1226	0.3778	1.8141	7	24
PASSERIFORMES	Vireonidae	Vireo olivaceus	Vireo olivaceus	0.1917	0.4367	2.0757	9	32
PASSERIFORMES	Vireonidae	Vireo philadelphicus	Vireo philadelphicus	0.1488	0.4341	2.1936	1	4
PASSERIFORMES	Vireonidae	Vireo plumbeus	Vireo plumbeus	0.1294	0.3425	1.9182	2	7
PASSERIFORMES	Vireonidae	Vireo solitarius	Vireo solitarius	0.1655	0.3919	1.9827	3	12
